answerKey,id,A,B,C,D,stem,Grade,subject,category
B,MSA_2015_8_28,is farther from the sun,rotates faster on its axis,has a greater tilt to its axis,revolves at a faster rate around the sun,"Uranus Uranus is a giant ice planet, much larger and farther from the sun than Earth. Uranus's axis of rotation is tilted more than 90°. {img:images/States2017/MD/MD_8thGr_2015_22.png} The length of a day on Uranus is approximately 17.2 hours. Uranus has a shorter day than Earth because Uranus",8,science,Train
B,MSA_2015_8_29,size of orbit,shape of orbit,time of revolution,direction of rotation,"Uranus Uranus is a giant ice planet, much larger and farther from the sun than Earth. Uranus's axis of rotation is tilted more than 90°. {img:images/States2017/MD/MD_8thGr_2015_22.png} Which pattern of planetary motion is most similar between Earth and Uranus?",8,science,Train
B,MSA_2015_8_32,heat energy was added to the soup,heat energy was removed from the soup,the kinetic energy of the molecules increased,the potential energy of the molecules increased,"A student placed a container of soup in a freezer. After a few hours, the soup became solid. {img:images/States2017/MD/MD_8thGr_2015_23.png} The soup changed to a solid because",8,science,Train
C,MSA_2015_8_34,The amount of water increases.,The number of floods decreases.,The quality of the water decreases.,The quantity of organisms increases.,"Water Water is an important natural resource. Surface water is located in glaciers, lakes, and rivers. Some sources of water pollution are shown in the diagram below. {img:images/States2017/MD/MD_8thGr_2015_25.png} How does pollution of surface water affect rivers?",8,science,Train
C,MSA_2015_8_35,allowing landfill leakage,use of pesticides,use of fertilizers,allowing oil spills,"Water Water is an important natural resource. Surface water is located in glaciers, lakes, and rivers. Some sources of water pollution are shown in the diagram below. {img:images/States2017/MD/MD_8thGr_2015_25.png} Rivers and lakes sometimes receive an excessive amount of nutrients that increase algae and plant growth. Which type of human activity contributes most directly to the increase in nutrients?",8,science,Train
D,MSA_2015_8_36,increase and become less polluted,decrease and become less polluted,increase and become more polluted,decrease and become more polluted,"Water Water is an important natural resource. Surface water is located in glaciers, lakes, and rivers. Some sources of water pollution are shown in the diagram below. {img:images/States2017/MD/MD_8thGr_2015_25.png} An increase in human population would most likely cause Earth's freshwater supply to",8,science,Train
C,MSA_2015_8_6,Model 2 because there are layers of rock,Model 1 because the fault lines are visible,Model 2 because the pieces are moveable,Model 1 because there are details shown,Students compared two different geological models. {img:images/States2017/MD/MD_8thGr_2015_3.png} Which model is best used to show an earthquake?,8,science,Train
A,TIMSS_1995_8_I13,thermometer A,thermometer B,thermometer C,thermometer D,The diagram shows five different Celsius thermometers. The body temperature of sick people ranges from about 36°C to 42°C. Which thermometer would be most suited for accurately measuring body temperature?,8,science,Train
A,TIMSS_1995_8_I19,More oxygen production occurs near the surface because there is more light there.,More oxygen production occurs near the bottom because there are more plants there.,"The greater the water pressure, the more oxygen production occurs.",The rate of oxygen production is not related to depth,{img:images/States2017/TIMSS/TIMSS_1995_8thGr_3.png} Which statement is consistent with the data in the table?,8,science,Train
A,TIMSS_1995_8_K11,[a] is oxygen and [b] is carbon dioxide.,[a] is oxygen and [b] is carbohydrate.,[a] is nitrogen and [b] is carbon dioxide.,[a] is carbon dioxide and [b] is oxygen.,The diagram below shows an example of interdependence among aquatic organisms. During the day the organisms either use up or give off [a] or [b] as shown by the arrows. {img:images/States2017/TIMSS/TIMSS_1995_8thGr_4.png} Choose the right answer for [a] and [b] from the alternatives given.,8,science,Train
D,TIMSS_1995_8_K14,{img:images/States2017/TIMSS/TIMSS_1995_8thGr_6.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_7.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_8.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_9.png},"A student put 100 mL of water in each of these open containers, and let them stand in the sun for one day. Which container probably lost the most water due to evaporation?",8,science,Train
D,TIMSS_1995_8_N1,{img:images/States2017/TIMSS/TIMSS_1995_8thGr_23.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_24.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_25.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_26.png},"A girl had an idea that plants needed minerals from the soil for healthy growth. She placed a plant in the Sun, as shown in the diagram below. {img:images/States2017/TIMSS/TIMSS_1995_8thGr_22.png} In order to check her idea she also needed to use another plant. Which of the following should she use?",8,science,Train
C,TIMSS_1995_8_O13,{img:images/States2017/TIMSS/TIMSS_1995_8thGr_39.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_40.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_41.png},{img:images/States2017/TIMSS/TIMSS_1995_8thGr_42.png},"A curved groove is placed on a level table as shown in the diagram. A ball is pushed in the groove at P, so that it leaves at Q. {img:images/States2017/TIMSS/TIMSS_1995_8thGr_38.png} These diagrams show the level table and the groove from above. Which shows how the ball will move when it leaves the groove at Q?",8,science,Train
B,TIMSS_1995_8_P1,5 cm,6 cm,20 cm,30 cm,"The graph shows the progress made by an ant moving along a straight line. {img:images/States2017/TIMSS/TIMSS_1995_8thGr_43.png} If the ant keeps moving at the same speed, how far will it have traveled at the end of 30 seconds?",8,science,Train
A,TIMSS_2003_8_pg100,location A,location B,location C,location D,{img:images/States2017/TIMSS/TIMSS_2003_8thGr_40.png} The diagram above shows a map of the world with the lines of latitude marked. Which of the following places marked on the map is most likely to have an average yearly temperature similar to location X?,8,science,Train
E,TIMSS_2003_8_pg15,{img:images/States2017/TIMSS/TIMSS_2003_8thGr_6.png},{img:images/States2017/TIMSS/TIMSS_2003_8thGr_8.png},{img:images/States2017/TIMSS/TIMSS_2003_8thGr_9.png},{img:images/States2017/TIMSS/TIMSS_2003_8thGr_10.png},A girl has an idea that green plants need sand in the soil for healthy growth. In order to test her idea she uses two pots of plants. She sets up one pot of plants as shown below. {img:images/States2017/TIMSS/TIMSS_2003_8thGr_7.png} Which ONE of the following should she use for the second pot of plants?,8,science,Train
B,TIMSS_2003_8_pg22,{img:images/States2017/TIMSS/TIMSS_2003_8thGr_13.png},{img:images/States2017/TIMSS/TIMSS_2003_8thGr_14.png},{img:images/States2017/TIMSS/TIMSS_2003_8thGr_15.png},{img:images/States2017/TIMSS/TIMSS_2003_8thGr_16.png},A ray of light strikes a mirror as shown. {img:images/States2017/TIMSS/TIMSS_2003_8thGr_12.png} Which picture best shows the direction of the reflected light?,8,science,Train
B,TIMSS_2003_8_pg23,The mountains in Picture A are older.,The mountains in Picture B are older.,The mountains are about the same age but were formed in different ways.,The mountains are about the same age but are in different hemispheres.,The pictures show two different mountains. The mountains in Picture A are rough and jagged. The mountains in Picture B are smooth and rounded. {img:images/States2017/TIMSS/TIMSS_2003_8thGr_17.png} Which statement about these mountains is probably true?,8,science,Train
